id,concept:name,time:timestamp
271,Client accepted by story,2019-09-20 13:06:07.151828
271,Underraiter check,2019-09-21 13:06:07.151828
271,Client accepted by underwriter,2019-09-21 13:06:07.151828
271,Client accepted,2019-09-22 13:06:07.151828
271,Answer done,2019-09-23 13:06:07.151828
272,Client in case,2019-09-18 13:06:07.172547
272,Cred story in check,2019-09-19 13:06:07.172547
272,Client accepted by story,2019-09-20 13:06:07.172547
272,Underraiter check,2019-09-21 13:06:07.172547
272,Client accepted by underwriter,2019-09-21 13:06:07.172547
272,Client accepted,2019-09-22 13:06:07.172547
272,Answer done,2019-09-23 13:06:07.172547
273,Client in case,2019-09-18 13:06:07.194629
273,Cred story in check,2019-09-19 13:06:07.194629
273,Client accepted by story,2019-09-20 13:06:07.194629
273,Underraiter check,2019-09-21 13:06:07.194629
273,Client accepted by underwriter,2019-09-21 13:06:07.194629
273,Client accepted,2019-09-22 13:06:07.194629
273,Answer done,2019-09-23 13:06:07.194629
274,Client in case,2019-09-18 13:06:07.212915
274,Cred story in check,2019-09-19 13:06:07.212915
274,Client accepted by story,2019-09-20 13:06:07.212915
274,Underraiter check,2019-09-21 13:06:07.212915
274,Client accepted by underwriter,2019-09-21 13:06:07.212915
274,Client accepted,2019-09-22 13:06:07.212915
274,Answer done,2019-09-23 13:06:07.212915
275,Client in case,2019-09-18 13:06:07.231072
275,Cred story in check,2019-09-19 13:06:07.231072
275,Client accepted by story,2019-09-20 13:06:07.231072
275,Underraiter check,2019-09-21 13:06:07.231072
275,Client accepted by underwriter,2019-09-21 13:06:07.231072
275,Client accepted,2019-09-22 13:06:07.231072
275,Answer done,2019-09-23 13:06:07.231072
276,Client in case,2019-09-18 13:06:07.249206
276,Cred story in check,2019-09-19 13:06:07.249206
276,Client accepted by story,2019-09-20 13:06:07.249206
276,Underraiter check,2019-09-21 13:06:07.249206
276,Client accepted by underwriter,2019-09-21 13:06:07.249206
276,Client accepted,2019-09-22 13:06:07.249206
276,Answer done,2019-09-23 13:06:07.249206
277,Client in case,2019-09-18 13:06:07.267559
277,Cred story in check,2019-09-19 13:06:07.267559
277,Client accepted by story,2019-09-20 13:06:07.267559
277,Underraiter check,2019-09-21 13:06:07.267559
277,Client rejected by underwriter,2019-09-21 13:06:07.267559
277,Client rejected,2019-09-22 13:06:07.267559
277,Answer done,2019-09-23 13:06:07.267559
278,Client in case,2019-09-18 13:06:07.285754
278,Cred story in check,2019-09-19 13:06:07.285754
278,Client rejected by story,2019-09-20 13:06:07.285754
278,Client rejected,2019-09-22 13:06:07.285754
278,Answer done,2019-09-23 13:06:07.285754
279,Client in case,2019-09-18 13:06:07.298826
279,Cred story in check,2019-09-19 13:06:07.298826
279,Client accepted by story,2019-09-20 13:06:07.298826
279,Underraiter check,2019-09-21 13:06:07.298826
279,Client accepted by underwriter,2019-09-21 13:06:07.298826
279,Client accepted,2019-09-22 13:06:07.298826
279,Answer done,2019-09-23 13:06:07.298826
280,Client in case,2019-09-18 13:06:07.317214
280,Cred story in check,2019-09-19 13:06:07.317214
280,Client accepted by story,2019-09-20 13:06:07.317214
280,Underraiter check,2019-09-21 13:06:07.317214
280,Client accepted by underwriter,2019-09-21 13:06:07.317214
280,Client accepted,2019-09-22 13:06:07.317214
280,Answer done,2019-09-23 13:06:07.317214
281,Client in case,2019-09-18 13:06:07.335419
281,Cred story in check,2019-09-19 13:06:07.335419
281,Something wrong on stage STORY_CHECK,2019-09-19 13:06:07.335419
281,Client accepted by story,2019-09-20 13:06:07.335419
281,Underraiter check,2019-09-21 13:06:07.335419
281,Client accepted by underwriter,2019-09-21 13:06:07.335419
281,Client accepted,2019-09-22 13:06:07.335419
281,Something wrong on stage ANSWER,2019-09-22 13:06:07.335419
281,Answer done,2019-09-23 13:06:07.335419
282,Client in case,2019-09-18 13:06:07.360202
282,Cred story in check,2019-09-19 13:06:07.360202
282,Client accepted by story,2019-09-20 13:06:07.360202
282,Underraiter check,2019-09-21 13:06:07.360202
282,Client accepted by underwriter,2019-09-21 13:06:07.360202
282,Client accepted,2019-09-22 13:06:07.360202
282,Answer done,2019-09-23 13:06:07.360202
283,Client in case,2019-09-18 13:06:07.378524
283,Cred story in check,2019-09-19 13:06:07.378524
283,Client rejected by story,2019-09-20 13:06:07.378524
283,Client rejected,2019-09-22 13:06:07.378524
283,Answer done,2019-09-23 13:06:07.378524
284,Client in case,2019-09-18 13:06:07.391567
284,Cred story in check,2019-09-19 13:06:07.391567
284,Client accepted by story,2019-09-20 13:06:07.391567
284,Underraiter check,2019-09-21 13:06:07.391567
284,Client accepted by underwriter,2019-09-21 13:06:07.391567
284,Client accepted,2019-09-22 13:06:07.391567
284,Answer done,2019-09-23 13:06:07.391567
285,Client in case,2019-09-18 13:06:07.409833
285,Cred story in check,2019-09-19 13:06:07.409833
285,Client rejected by story,2019-09-20 13:06:07.409833
285,Client rejected,2019-09-22 13:06:07.409833
285,Answer done,2019-09-23 13:06:07.409833
286,Client in case,2019-09-18 13:06:07.422826
286,Cred story in check,2019-09-19 13:06:07.422826
286,Client accepted by story,2019-09-20 13:06:07.422826
286,Underraiter check,2019-09-21 13:06:07.422826
286,Client accepted by underwriter,2019-09-21 13:06:07.422826
286,Client accepted,2019-09-22 13:06:07.422826
286,Answer done,2019-09-23 13:06:07.422826
287,Client in case,2019-09-18 13:06:07.441321
287,Cred story in check,2019-09-19 13:06:07.441321
287,Client accepted by story,2019-09-20 13:06:07.441321
287,Underraiter check,2019-09-21 13:06:07.441321
287,Client accepted by underwriter,2019-09-21 13:06:07.441321
287,Client accepted,2019-09-22 13:06:07.441321
287,Answer done,2019-09-23 13:06:07.441321
288,Client in case,2019-09-18 13:06:07.460141
288,Cred story in check,2019-09-19 13:06:07.460141
288,Client accepted by story,2019-09-20 13:06:07.460141
288,Underraiter check,2019-09-21 13:06:07.460141
288,Client accepted by underwriter,2019-09-21 13:06:07.460141
288,Client accepted,2019-09-22 13:06:07.460141
288,Answer done,2019-09-23 13:06:07.460141
289,Client in case,2019-09-18 13:06:07.478507
289,Cred story in check,2019-09-19 13:06:07.478507
289,Client accepted by story,2019-09-20 13:06:07.478507
289,Underraiter check,2019-09-21 13:06:07.478507
289,Client accepted by underwriter,2019-09-21 13:06:07.478507
289,Client accepted,2019-09-22 13:06:07.478507
289,Answer done,2019-09-23 13:06:07.478507
290,Client in case,2019-09-18 13:06:07.496760
290,Cred story in check,2019-09-19 13:06:07.496760
290,Client accepted by story,2019-09-20 13:06:07.496760
290,Underraiter check,2019-09-21 13:06:07.496760
290,Client accepted by underwriter,2019-09-21 13:06:07.496760
290,Client accepted,2019-09-22 13:06:07.496760
290,Answer done,2019-09-23 13:06:07.496760
291,Client in case,2019-09-18 13:06:07.515041
291,Cred story in check,2019-09-19 13:06:07.515041
291,Client accepted by story,2019-09-20 13:06:07.515041
291,Underraiter check,2019-09-21 13:06:07.515041
291,Client accepted by underwriter,2019-09-21 13:06:07.515041
291,Client accepted,2019-09-22 13:06:07.515041
291,Answer done,2019-09-23 13:06:07.515041
292,Client in case,2019-09-18 13:06:07.533377
292,Cred story in check,2019-09-19 13:06:07.533377
292,Client accepted by story,2019-09-20 13:06:07.533377
292,Underraiter check,2019-09-21 13:06:07.533377
292,Client accepted by underwriter,2019-09-21 13:06:07.533377
292,Client accepted,2019-09-22 13:06:07.533377
292,Answer done,2019-09-23 13:06:07.533377
293,Client in case,2019-09-18 13:06:07.551657
293,Cred story in check,2019-09-19 13:06:07.551657
293,Client accepted by story,2019-09-20 13:06:07.551657
293,Underraiter check,2019-09-21 13:06:07.551657
293,Client accepted by underwriter,2019-09-21 13:06:07.551657
293,Client accepted,2019-09-22 13:06:07.551657
293,Answer done,2019-09-23 13:06:07.551657
294,Client in case,2019-09-18 13:06:07.570368
294,Cred story in check,2019-09-19 13:06:07.570368
294,Client accepted by story,2019-09-20 13:06:07.570368
294,Underraiter check,2019-09-21 13:06:07.570368
294,Client accepted by underwriter,2019-09-21 13:06:07.570368
294,Client accepted,2019-09-22 13:06:07.570368
294,Answer done,2019-09-23 13:06:07.570368
295,Client in case,2019-09-18 13:06:07.588780
295,Cred story in check,2019-09-19 13:06:07.588780
295,Client accepted by story,2019-09-20 13:06:07.588780
295,Underraiter check,2019-09-21 13:06:07.588780
295,Client accepted by underwriter,2019-09-21 13:06:07.588780
295,Client accepted,2019-09-22 13:06:07.588780
295,Answer done,2019-09-23 13:06:07.588780
296,Client in case,2019-09-18 13:06:07.607284
296,Cred story in check,2019-09-19 13:06:07.607284
296,Client accepted by story,2019-09-20 13:06:07.607284
296,Underraiter check,2019-09-21 13:06:07.607284
296,Client rejected by underwriter,2019-09-21 13:06:07.607284
296,Client rejected,2019-09-22 13:06:07.607284
296,Answer done,2019-09-23 13:06:07.607284
297,Client in case,2019-09-18 13:06:07.628991
297,Cred story in check,2019-09-19 13:06:07.628991
297,Client accepted by story,2019-09-20 13:06:07.628991
297,Underraiter check,2019-09-21 13:06:07.628991
297,Client accepted by underwriter,2019-09-21 13:06:07.628991
297,Client accepted,2019-09-22 13:06:07.628991
297,Answer done,2019-09-23 13:06:07.628991
298,Client in case,2019-09-18 13:06:07.647499
298,Cred story in check,2019-09-19 13:06:07.647499
298,Client accepted by story,2019-09-20 13:06:07.647499
298,Underraiter check,2019-09-21 13:06:07.647499
298,Client accepted by underwriter,2019-09-21 13:06:07.647499
298,Client accepted,2019-09-22 13:06:07.647499
298,Answer done,2019-09-23 13:06:07.647499
299,Client in case,2019-09-18 13:06:07.665848
299,Cred story in check,2019-09-19 13:06:07.665848
299,Client accepted by story,2019-09-20 13:06:07.665848
299,Underraiter check,2019-09-21 13:06:07.665848
299,Client accepted by underwriter,2019-09-21 13:06:07.665848
299,Client accepted,2019-09-22 13:06:07.665848
299,Answer done,2019-09-23 13:06:07.665848
300,Client in case,2019-09-18 13:06:07.685284
300,Cred story in check,2019-09-19 13:06:07.685284
300,Client accepted by story,2019-09-20 13:06:07.685284
300,Something wrong on stage UNDER_CHECK,2019-09-21 13:06:07.685284
300,Underraiter check,2019-09-21 13:06:07.685284
300,Client accepted by underwriter,2019-09-21 13:06:07.685284
300,Client accepted,2019-09-22 13:06:07.685284
300,Answer done,2019-09-23 13:06:07.685284
301,Client in case,2019-09-18 13:06:07.706310
301,Cred story in check,2019-09-19 13:06:07.706310
301,Client accepted by story,2019-09-20 13:06:07.706310
301,Underraiter check,2019-09-21 13:06:07.706310
301,Client rejected by underwriter,2019-09-21 13:06:07.706310
301,Client rejected,2019-09-22 13:06:07.706310
301,Answer done,2019-09-23 13:06:07.706310
302,Client in case,2019-09-18 13:06:07.724925
302,Cred story in check,2019-09-19 13:06:07.724925
302,Client accepted by story,2019-09-20 13:06:07.724925
302,Underraiter check,2019-09-21 13:06:07.724925
302,Client accepted by underwriter,2019-09-21 13:06:07.724925
302,Client accepted,2019-09-22 13:06:07.724925
302,Answer done,2019-09-23 13:06:07.724925
303,Client in case,2019-09-18 13:06:07.743282
303,Cred story in check,2019-09-19 13:06:07.743282
303,Client accepted by story,2019-09-20 13:06:07.743282
303,Underraiter check,2019-09-21 13:06:07.743282
303,Client rejected by underwriter,2019-09-21 13:06:07.743282
303,Client rejected,2019-09-22 13:06:07.743282
303,Answer done,2019-09-23 13:06:07.743282
304,Client in case,2019-09-18 13:06:07.761655
304,Cred story in check,2019-09-19 13:06:07.761655
304,Client accepted by story,2019-09-20 13:06:07.761655
304,Underraiter check,2019-09-21 13:06:07.761655
304,Client rejected by underwriter,2019-09-21 13:06:07.761655
304,Client rejected,2019-09-22 13:06:07.761655
304,Answer done,2019-09-23 13:06:07.761655
305,Client in case,2019-09-18 13:06:07.779930
305,Cred story in check,2019-09-19 13:06:07.779930
305,Client accepted by story,2019-09-20 13:06:07.779930
305,Underraiter check,2019-09-21 13:06:07.779930
305,Client accepted by underwriter,2019-09-21 13:06:07.779930
305,Client accepted,2019-09-22 13:06:07.779930
305,Answer done,2019-09-23 13:06:07.779930
306,Client in case,2019-09-18 13:06:07.798293
306,Cred story in check,2019-09-19 13:06:07.798293
306,Client accepted by story,2019-09-20 13:06:07.798293
306,Something wrong on stage UNDER_CHECK,2019-09-21 13:06:07.798293
306,Underraiter check,2019-09-21 13:06:07.798293
306,Client rejected by underwriter,2019-09-21 13:06:07.798293
306,Client rejected,2019-09-22 13:06:07.798293
306,Answer done,2019-09-23 13:06:07.798293
307,Client in case,2019-09-18 13:06:07.819224
307,Cred story in check,2019-09-19 13:06:07.819224
307,Client accepted by story,2019-09-20 13:06:07.819224
307,Underraiter check,2019-09-21 13:06:07.819224
307,Client accepted by underwriter,2019-09-21 13:06:07.819224
307,Client accepted,2019-09-22 13:06:07.819224
307,Answer done,2019-09-23 13:06:07.819224
308,Client in case,2019-09-18 13:06:07.837551
308,Cred story in check,2019-09-19 13:06:07.837551
308,Client rejected by story,2019-09-20 13:06:07.837551
308,Client rejected,2019-09-22 13:06:07.837551
308,Answer done,2019-09-23 13:06:07.837551
309,Client in case,2019-09-18 13:06:07.850708
309,Cred story in check,2019-09-19 13:06:07.850708
309,Client accepted by story,2019-09-20 13:06:07.850708
309,Underraiter check,2019-09-21 13:06:07.850708
309,Client rejected by underwriter,2019-09-21 13:06:07.850708
309,Client rejected,2019-09-22 13:06:07.850708
309,Answer done,2019-09-23 13:06:07.850708
310,Client in case,2019-09-18 13:06:07.869174
310,Cred story in check,2019-09-19 13:06:07.869174
310,Client accepted by story,2019-09-20 13:06:07.869174
310,Underraiter check,2019-09-21 13:06:07.869174
310,Client rejected by underwriter,2019-09-21 13:06:07.869174
310,Client rejected,2019-09-22 13:06:07.869174
310,Answer done,2019-09-23 13:06:07.869174
311,Client in case,2019-09-18 13:06:07.887548
311,Cred story in check,2019-09-19 13:06:07.887548
311,Client accepted by story,2019-09-20 13:06:07.887548
311,Underraiter check,2019-09-21 13:06:07.887548
311,Client accepted by underwriter,2019-09-21 13:06:07.887548
311,Client accepted,2019-09-22 13:06:07.887548
311,Answer done,2019-09-23 13:06:07.887548
312,Client in case,2019-09-18 13:06:07.905955
312,Cred story in check,2019-09-19 13:06:07.905955
312,Client accepted by story,2019-09-20 13:06:07.905955
312,Underraiter check,2019-09-21 13:06:07.905955
312,Client accepted by underwriter,2019-09-21 13:06:07.905955
312,Client accepted,2019-09-22 13:06:07.905955
312,Answer done,2019-09-23 13:06:07.905955
313,Client in case,2019-09-18 13:06:07.927584
313,Cred story in check,2019-09-19 13:06:07.927584
313,Client accepted by story,2019-09-20 13:06:07.927584
313,Underraiter check,2019-09-21 13:06:07.927584
313,Client accepted by underwriter,2019-09-21 13:06:07.927584
313,Client accepted,2019-09-22 13:06:07.927584
313,Answer done,2019-09-23 13:06:07.927584
314,Client in case,2019-09-18 13:06:07.946061
314,Cred story in check,2019-09-19 13:06:07.946061
314,Client accepted by story,2019-09-20 13:06:07.946061
314,Underraiter check,2019-09-21 13:06:07.946061
314,Client accepted by underwriter,2019-09-21 13:06:07.946061
314,Client accepted,2019-09-22 13:06:07.946061
314,Answer done,2019-09-23 13:06:07.946061
315,Client in case,2019-09-18 13:06:07.964857
315,Cred story in check,2019-09-19 13:06:07.964857
315,Client accepted by story,2019-09-20 13:06:07.964857
315,Underraiter check,2019-09-21 13:06:07.964857
315,Client accepted by underwriter,2019-09-21 13:06:07.964857
315,Client accepted,2019-09-22 13:06:07.964857
315,Answer done,2019-09-23 13:06:07.964857
316,Client in case,2019-09-18 13:06:07.983561
316,Cred story in check,2019-09-19 13:06:07.983561
316,Client accepted by story,2019-09-20 13:06:07.983561
316,Underraiter check,2019-09-21 13:06:07.983561
316,Client rejected by underwriter,2019-09-21 13:06:07.983561
316,Client rejected,2019-09-22 13:06:07.983561
316,Answer done,2019-09-23 13:06:07.983561
317,Client in case,2019-09-18 13:06:08.006065
317,Cred story in check,2019-09-19 13:06:08.006065
317,Client accepted by story,2019-09-20 13:06:08.006065
317,Underraiter check,2019-09-21 13:06:08.006065
317,Client accepted by underwriter,2019-09-21 13:06:08.006065
317,Client accepted,2019-09-22 13:06:08.006065
317,Answer done,2019-09-23 13:06:08.006065
318,Client in case,2019-09-18 13:06:08.024724
318,Cred story in check,2019-09-19 13:06:08.024724
318,Client accepted by story,2019-09-20 13:06:08.024724
318,Underraiter check,2019-09-21 13:06:08.024724
318,Client rejected by underwriter,2019-09-21 13:06:08.024724
318,Client rejected,2019-09-22 13:06:08.024724
318,Answer done,2019-09-23 13:06:08.024724
319,Client in case,2019-09-18 13:06:08.043156
319,Cred story in check,2019-09-19 13:06:08.043156
319,Client accepted by story,2019-09-20 13:06:08.043156
319,Underraiter check,2019-09-21 13:06:08.043156
319,Client rejected by underwriter,2019-09-21 13:06:08.043156
319,Client rejected,2019-09-22 13:06:08.043156
319,Answer done,2019-09-23 13:06:08.043156
320,Client in case,2019-09-18 13:06:08.062939
320,Cred story in check,2019-09-19 13:06:08.062939
320,Client accepted by story,2019-09-20 13:06:08.062939
320,Underraiter check,2019-09-21 13:06:08.062939
320,Client rejected by underwriter,2019-09-21 13:06:08.062939
320,Client rejected,2019-09-22 13:06:08.062939
320,Answer done,2019-09-23 13:06:08.062939
321,Client in case,2019-09-18 13:06:08.084897
321,Cred story in check,2019-09-19 13:06:08.084897
321,Client accepted by story,2019-09-20 13:06:08.084897
321,Underraiter check,2019-09-21 13:06:08.084897
321,Client accepted by underwriter,2019-09-21 13:06:08.084897
321,Something wrong on stage RESOLUTION,2019-09-21 13:06:08.084897
321,Client accepted,2019-09-22 13:06:08.084897
321,Answer done,2019-09-23 13:06:08.084897
322,Client in case,2019-09-18 13:06:08.106024
322,Cred story in check,2019-09-19 13:06:08.106024
322,Client accepted by story,2019-09-20 13:06:08.106024
322,Something wrong on stage UNDER_CHECK,2019-09-21 13:06:08.106024
322,Underraiter check,2019-09-21 13:06:08.106024
322,Client accepted by underwriter,2019-09-21 13:06:08.106024
322,Client accepted,2019-09-22 13:06:08.106024
322,Answer done,2019-09-23 13:06:08.106024
323,Client in case,2019-09-18 13:06:08.127257
323,Cred story in check,2019-09-19 13:06:08.127257
323,Client rejected by story,2019-09-20 13:06:08.127257
323,Client rejected,2019-09-22 13:06:08.127257
323,Answer done,2019-09-23 13:06:08.127257
324,Client in case,2019-09-18 13:06:08.141550
324,Cred story in check,2019-09-19 13:06:08.141550
324,Client accepted by story,2019-09-20 13:06:08.141550
324,Underraiter check,2019-09-21 13:06:08.141550
324,Client accepted by underwriter,2019-09-21 13:06:08.141550
324,Client accepted,2019-09-22 13:06:08.141550
324,Answer done,2019-09-23 13:06:08.141550
325,Client in case,2019-09-18 13:06:08.162324
325,Cred story in check,2019-09-19 13:06:08.162324
325,Client accepted by story,2019-09-20 13:06:08.162324
325,Underraiter check,2019-09-21 13:06:08.162324
325,Client accepted by underwriter,2019-09-21 13:06:08.162324
325,Client accepted,2019-09-22 13:06:08.162324
325,Answer done,2019-09-23 13:06:08.162324
326,Client in case,2019-09-18 13:06:08.181010
326,Cred story in check,2019-09-19 13:06:08.181010
326,Client accepted by story,2019-09-20 13:06:08.181010
326,Underraiter check,2019-09-21 13:06:08.181010
326,Client accepted by underwriter,2019-09-21 13:06:08.181010
326,Client accepted,2019-09-22 13:06:08.181010
326,Answer done,2019-09-23 13:06:08.181010
327,Client in case,2019-09-18 13:06:08.199635
327,Cred story in check,2019-09-19 13:06:08.199635
327,Client rejected by story,2019-09-20 13:06:08.199635
327,Client rejected,2019-09-22 13:06:08.199635
327,Answer done,2019-09-23 13:06:08.199635
328,Client in case,2019-09-18 13:06:08.213040
328,Cred story in check,2019-09-19 13:06:08.213040
328,Client accepted by story,2019-09-20 13:06:08.213040
328,Underraiter check,2019-09-21 13:06:08.213040
328,Client accepted by underwriter,2019-09-21 13:06:08.213040
328,Client accepted,2019-09-22 13:06:08.213040
328,Answer done,2019-09-23 13:06:08.213040
329,Client in case,2019-09-18 13:06:08.231805
329,Cred story in check,2019-09-19 13:06:08.231805
329,Client accepted by story,2019-09-20 13:06:08.231805
329,Underraiter check,2019-09-21 13:06:08.231805
329,Client accepted by underwriter,2019-09-21 13:06:08.231805
329,Client accepted,2019-09-22 13:06:08.231805
329,Answer done,2019-09-23 13:06:08.231805
330,Client in case,2019-09-18 13:06:08.250568
330,Cred story in check,2019-09-19 13:06:08.250568
330,Client accepted by story,2019-09-20 13:06:08.250568
330,Something wrong on stage UNDER_CHECK,2019-09-21 13:06:08.250568
330,Underraiter check,2019-09-21 13:06:08.250568
330,Client accepted by underwriter,2019-09-21 13:06:08.250568
330,Client accepted,2019-09-22 13:06:08.250568
330,Answer done,2019-09-23 13:06:08.250568
331,Client in case,2019-09-18 13:06:08.275872
331,Cred story in check,2019-09-19 13:06:08.275872
331,Client accepted by story,2019-09-20 13:06:08.275872
331,Underraiter check,2019-09-21 13:06:08.275872
331,Client accepted by underwriter,2019-09-21 13:06:08.275872
331,Client accepted,2019-09-22 13:06:08.275872
331,Answer done,2019-09-23 13:06:08.275872
332,Client in case,2019-09-18 13:06:08.294994
332,Cred story in check,2019-09-19 13:06:08.294994
332,Client accepted by story,2019-09-20 13:06:08.294994
332,Underraiter check,2019-09-21 13:06:08.294994
332,Client accepted by underwriter,2019-09-21 13:06:08.294994
332,Client accepted,2019-09-22 13:06:08.294994
332,Answer done,2019-09-23 13:06:08.294994
333,Client in case,2019-09-18 13:06:08.314624
333,Cred story in check,2019-09-19 13:06:08.314624
333,Client accepted by story,2019-09-20 13:06:08.314624
333,Underraiter check,2019-09-21 13:06:08.314624
333,Client accepted by underwriter,2019-09-21 13:06:08.314624
333,Client accepted,2019-09-22 13:06:08.314624
333,Answer done,2019-09-23 13:06:08.314624
334,Client in case,2019-09-18 13:06:08.333411
334,Cred story in check,2019-09-19 13:06:08.333411
334,Client accepted by story,2019-09-20 13:06:08.333411
334,Underraiter check,2019-09-21 13:06:08.333411
334,Client accepted by underwriter,2019-09-21 13:06:08.333411
334,Client accepted,2019-09-22 13:06:08.333411
334,Answer done,2019-09-23 13:06:08.333411
335,Client in case,2019-09-18 13:06:08.356470
335,Cred story in check,2019-09-19 13:06:08.356470
335,Client accepted by story,2019-09-20 13:06:08.356470
335,Underraiter check,2019-09-21 13:06:08.356470
335,Client accepted by underwriter,2019-09-21 13:06:08.356470
335,Client accepted,2019-09-22 13:06:08.356470
335,Answer done,2019-09-23 13:06:08.356470
336,Client in case,2019-09-18 13:06:08.376303
336,Cred story in check,2019-09-19 13:06:08.376303
336,Client accepted by story,2019-09-20 13:06:08.376303
336,Underraiter check,2019-09-21 13:06:08.376303
336,Client accepted by underwriter,2019-09-21 13:06:08.376303
336,Client accepted,2019-09-22 13:06:08.376303
336,Answer done,2019-09-23 13:06:08.376303
337,Client in case,2019-09-18 13:06:08.394886
337,Cred story in check,2019-09-19 13:06:08.394886
337,Client accepted by story,2019-09-20 13:06:08.394886
337,Underraiter check,2019-09-21 13:06:08.394886
337,Client accepted by underwriter,2019-09-21 13:06:08.394886
337,Client accepted,2019-09-22 13:06:08.394886
337,Answer done,2019-09-23 13:06:08.394886
338,Client in case,2019-09-18 13:06:08.416994
338,Cred story in check,2019-09-19 13:06:08.416994
338,Client accepted by story,2019-09-20 13:06:08.416994
338,Underraiter check,2019-09-21 13:06:08.416994
338,Client accepted by underwriter,2019-09-21 13:06:08.416994
338,Client accepted,2019-09-22 13:06:08.416994
338,Answer done,2019-09-23 13:06:08.416994
339,Client in case,2019-09-18 13:06:08.439401
339,Cred story in check,2019-09-19 13:06:08.439401
339,Client accepted by story,2019-09-20 13:06:08.439401
339,Underraiter check,2019-09-21 13:06:08.439401
339,Client accepted by underwriter,2019-09-21 13:06:08.439401
339,Client accepted,2019-09-22 13:06:08.439401
339,Answer done,2019-09-23 13:06:08.439401
340,Client in case,2019-09-18 13:06:08.458065
340,Cred story in check,2019-09-19 13:06:08.458065
340,Client accepted by story,2019-09-20 13:06:08.458065
340,Underraiter check,2019-09-21 13:06:08.458065
340,Client accepted by underwriter,2019-09-21 13:06:08.458065
340,Client accepted,2019-09-22 13:06:08.458065
340,Answer done,2019-09-23 13:06:08.458065
341,Client in case,2019-09-18 13:06:08.477240
341,Cred story in check,2019-09-19 13:06:08.477240
341,Client accepted by story,2019-09-20 13:06:08.477240
341,Underraiter check,2019-09-21 13:06:08.477240
341,Client rejected by underwriter,2019-09-21 13:06:08.477240
341,Client rejected,2019-09-22 13:06:08.477240
341,Answer done,2019-09-23 13:06:08.477240
342,Client in case,2019-09-18 13:06:08.497817
342,Cred story in check,2019-09-19 13:06:08.497817
342,Client accepted by story,2019-09-20 13:06:08.497817
342,Underraiter check,2019-09-21 13:06:08.497817
342,Client accepted by underwriter,2019-09-21 13:06:08.497817
342,Client accepted,2019-09-22 13:06:08.497817
342,Answer done,2019-09-23 13:06:08.497817
343,Client in case,2019-09-18 13:06:08.519361
343,Cred story in check,2019-09-19 13:06:08.519361
343,Client accepted by story,2019-09-20 13:06:08.519361
343,Underraiter check,2019-09-21 13:06:08.519361
343,Client accepted by underwriter,2019-09-21 13:06:08.519361
343,Client accepted,2019-09-22 13:06:08.519361
343,Answer done,2019-09-23 13:06:08.519361
344,Client in case,2019-09-18 13:06:08.538025
344,Cred story in check,2019-09-19 13:06:08.538025
344,Client accepted by story,2019-09-20 13:06:08.538025
344,Underraiter check,2019-09-21 13:06:08.538025
344,Client rejected by underwriter,2019-09-21 13:06:08.538025
344,Client rejected,2019-09-22 13:06:08.538025
344,Answer done,2019-09-23 13:06:08.538025
345,Client in case,2019-09-18 13:06:08.556756
345,Cred story in check,2019-09-19 13:06:08.556756
345,Client accepted by story,2019-09-20 13:06:08.556756
345,Underraiter check,2019-09-21 13:06:08.556756
345,Client accepted by underwriter,2019-09-21 13:06:08.556756
345,Client accepted,2019-09-22 13:06:08.556756
345,Answer done,2019-09-23 13:06:08.556756
346,Client in case,2019-09-18 13:06:08.579256
346,Cred story in check,2019-09-19 13:06:08.579256
346,Client accepted by story,2019-09-20 13:06:08.579256
346,Underraiter check,2019-09-21 13:06:08.579256
346,Client accepted by underwriter,2019-09-21 13:06:08.579256
346,Client accepted,2019-09-22 13:06:08.579256
346,Answer done,2019-09-23 13:06:08.579256
347,Client in case,2019-09-18 13:06:08.599050
347,Cred story in check,2019-09-19 13:06:08.599050
347,Client rejected by story,2019-09-20 13:06:08.599050
347,Client rejected,2019-09-22 13:06:08.599050
347,Answer done,2019-09-23 13:06:08.599050
348,Client in case,2019-09-18 13:06:08.615307
348,Cred story in check,2019-09-19 13:06:08.615307
348,Client accepted by story,2019-09-20 13:06:08.615307
348,Underraiter check,2019-09-21 13:06:08.615307
348,Client rejected by underwriter,2019-09-21 13:06:08.615307
348,Client rejected,2019-09-22 13:06:08.615307
348,Answer done,2019-09-23 13:06:08.615307
349,Client in case,2019-09-18 13:06:08.636219
349,Cred story in check,2019-09-19 13:06:08.636219
349,Client rejected by story,2019-09-20 13:06:08.636219
349,Client rejected,2019-09-22 13:06:08.636219
349,Answer done,2019-09-23 13:06:08.636219
350,Client in case,2019-09-18 13:06:08.649942
350,Cred story in check,2019-09-19 13:06:08.649942
350,Client rejected by story,2019-09-20 13:06:08.649942
350,Client rejected,2019-09-22 13:06:08.649942
350,Answer done,2019-09-23 13:06:08.649942
351,Client in case,2019-09-18 13:06:08.664756
351,Cred story in check,2019-09-19 13:06:08.664756
351,Client accepted by story,2019-09-20 13:06:08.664756
351,Underraiter check,2019-09-21 13:06:08.664756
351,Client accepted by underwriter,2019-09-21 13:06:08.664756
351,Client accepted,2019-09-22 13:06:08.664756
351,Something wrong on stage ANSWER,2019-09-22 13:06:08.664756
351,Answer done,2019-09-23 13:06:08.664756
352,Client in case,2019-09-18 13:06:08.688421
352,Cred story in check,2019-09-19 13:06:08.688421
